"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"13.76667",98.1038230420618,51.2138330246142,128.942152139502,-32.912431959563,142.592475174513
"13.80000",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"13.83333",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"13.86667",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"13.90000",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"13.93333",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"13.96667",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.00000",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.03333",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.06667",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.10000",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.13333",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.16667",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.20000",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.23333",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.26667",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.30000",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.33333",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.36667",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.40000",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.43333",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.46667",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.50000",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.53333",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.56667",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.60000",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.63333",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.66667",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.70000",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
"14.73333",93.0995938146157,39.484303580053,125.603802025475,-46.9440720943699,139.783870728641
