"Id","SalePrice"
1461,120424.766881587
1462,146678.431811473
1463,193042.716721321
1464,190785.611739151
1465,260520.147766889
1466,195390.105902777
1467,153137.100636565
1468,178236.108038289
1469,179880.260688017
1470,119160.788091572
1471,160240.098767056
1472,96812.1833045392
1473,93452.6308683622
1474,155315.739850199
1475,112178.929653685
1476,350178.965295218
1477,278854.447858663
1478,292758.214548827
1479,303953.455260387
1480,382861.845437031
1481,342595.092555128
1482,275984.390544052
1483,165506.035938853
1484,167059.989490983
1485,170020.245903192
1486,202432.273447146
1487,325975.747906443
1488,233889.88905414
1489,199852.745923024
1490,222423.795744719
1491,191461.987777329
1492,145887.504200073
1493,161102.69959021
1494,314599.938796309
1495,303404.698084749
1496,224229.479730455
1497,241564.045993516
1498,198227.630335862
1499,198227.630335862
1500,201477.861510186
1501,226396.300513337
1502,187393.526421449
1503,230748.979141669
1504,243892.398112406
1505,211751.223166313
1506,189042.69169511
1507,249171.968420104
1508,207479.705412179
1509,172430.399026342
1510,137920.864480656
1511,135844.32789706
1512,163019.87188238
1513,186945.184693377
1514,144183.647243032
1515,248880.145404106
1516,167172.945049572
1517,141370.70111612
1518,158667.193254049
1519,160311.345903777
1520,129885.570744133
1521,135573.4752992
1522,169339.765832455
1523,147400.705405768
1524,135592.512361766
1525,114446.972666094
1526,128730.913215971
1527,128460.06061811
1528,137198.590886362
1529,132774.66512131
1530,165476.58232569
1531,158727.435704908
1532,89588.7761138022
1533,113856.188659379
1534,105188.905527849
1535,139677.469655398
1536,104647.200332128
1537,80199.2193879773
1538,133628.428303184
1539,197007.936202502
1540,183085.132449772
1541,137800.538532942
1542,156662.579161624
1543,197832.174036395
1544,93031.2557270117
1545,126165.556865259
1546,119104.352258324
1547,142307.391475026
1548,138966.876101416
1549,117859.410530876
1550,136961.58665454
1551,101506.290419657
1552,156541.577859459
1553,133086.723107463
1554,111779.652075783
1555,200977.991456248
1556,160259.817577911
1557,115401.393238458
1558,72696.9669758121
1559,146981.825926264
1560,154242.635994339
1561,178779.365587852
1562,106751.611619569
1563,117063.047400828
1564,150178.311476509
1565,143387.959467435
1566,209322.211915764
1567,107312.353877856
1568,215765.563076713
1569,138212.701874815
1570,102659.76441839
1571,143919.643492448
1572,111507.615948495
1573,167521.893631429
1574,122883.425058629
1575,196736.545461095
1576,204372.628275339
1577,185155.610373958
1578,172141.169129959
1579,161952.571157256
1580,214749.790677455
1581,154620.513952461
1582,141077.884059444
1583,240571.071673474
1584,238565.782226599
1585,164228.713201992
1586,76315.8152892172
1587,95256.4600768744
1588,113674.436731377
1589,119652.230946871
1590,104646.016802699
1591,92367.3656996975
1592,119573.503468216
1593,79848.4557820338
1594,190460.735857359
1595,140139.263843036
1596,228355.896843041
1597,219489.008250371
1598,197768.59034739
1599,124392.204597626
1600,125727.430524362
1601,65178.4499223332
1602,103530.197556648
1603,76696.7533059085
1604,210066.278512958
1605,209264.127827226
1606,152294.798077269
1607,195502.855410503
1608,204816.016138116
1609,205737.89519355
1610,213663.86766822
1611,163238.223253535
1612,165386.006973852
1613,157621.565835189
1614,93576.1917359153
1615,94008.575669783
1616,94008.575669783
1617,94008.575669783
1618,115187.992170403
1619,124325.733360934
1620,243011.381297915
1621,151301.671885114
1622,144131.146016327
1623,199062.01330782
1624,198520.308112099
1625,119160.788091572
1626,143318.879375296
1627,191146.748536298
1628,239249.189693585
1629,192952.432522034
1630,385492.516642357
1631,278396.419225671
1632,301509.174243087
1633,170742.519497486
1634,193674.706116328
1635,182840.602201915
1636,153407.953234425
1637,220579.397503788
1638,208995.499737488
1639,187617.181569087
1640,265242.555893151
1641,190867.412743411
1642,247142.62928673
1643,246239.787293862
1644,240551.882738795
1645,183102.971604749
1646,137509.450964925
1647,144461.334310007
1648,146065.479479032
1649,121489.140210462
1650,104696.279143122
1651,104696.279143122
1652,96812.1833045392
1653,96812.1833045392
1654,163621.886184583
1655,131951.16929749
1656,155315.739850199
1657,163621.886184583
1658,155315.739850199
1659,112178.929653685
1660,127809.034160537
1661,376884.051221538
1662,382320.140241311
1663,321829.726719169
1664,393714.986414011
1665,296189.014121724
1666,300342.087288916
1667,341293.039639981
1668,296821.003516732
1669,290520.146629223
1670,302689.476470372
1671,298355.834904607
1672,360832.500811058
1673,343298.329086856
1674,284452.068214443
1675,274900.980152611
1676,283045.595150987
1677,274900.980152611
1678,377283.262143817
1679,338080.882590789
1680,322390.468977456
1681,283748.831682715
1682,294022.193338842
1683,279144.337519089
1684,177423.550244708
1685,180493.213020458
1686,173831.304437491
1687,170020.245903192
1688,193133.000920607
1689,189882.769746283
1690,180402.928821172
1691,167131.151526015
1692,214059.898092574
1693,170020.245903192
1694,182660.033803341
1695,175076.161063252
1696,241867.431472901
1697,175076.161063252
1698,345115.99815524
1699,301618.051161579
1700,301437.482763006
1701,316876.080841045
1702,230169.199820816
1703,226738.400247918
1704,230710.905016536
1705,206334.171209106
1706,314694.247415806
1707,206695.308006253
1708,203625.645230503
1709,215182.022739211
1710,220618.111758983
1711,239107.335550207
1712,242808.987720965
1713,227099.537045065
1714,217258.559322806
1715,226286.979251484
1716,151646.65589186
1717,144694.772546778
1718,146229.603934653
1719,205275.470268206
1720,178190.210482173
1721,142257.099166035
1722,142257.099166035
1723,142257.099166035
1724,185431.983487681
1725,220424.178685819
1726,197872.165926691
1727,174778.447971842
1728,180718.168062203
1729,168078.380162054
1730,198755.970856992
1731,114696.621156806
1732,104223.654039539
1733,117063.047400828
1734,118307.989128277
1735,108557.295605305
1736,108557.295605305
1737,283934.70350918
1738,273810.517781251
1739,348351.216687208
1740,245717.119160708
1741,216122.938857211
1742,226396.300513337
1743,208139.855194842
1744,255043.759737411
1745,259196.832904603
1746,302043.75344069
1747,223369.724486652
1748,249423.783955398
1749,157371.974808017
1750,146537.870893603
1751,230483.139167741
1752,117535.67250441
1753,168256.355441013
1754,209988.625929642
1755,155927.427619428
1756,120244.198483014
1757,104696.279143122
1758,149657.810387937
1759,182701.827326898
1760,145233.884622885
1761,143337.916437863
1762,207059.524071762
1763,156139.235674019
1764,126202.955635941
1765,192200.705314576
1766,157873.672523034
1767,181005.464603015
1768,129975.854943419
1769,146678.431811473
1770,115891.519854682
1771,135212.338502053
1772,151463.494373673
1773,135031.770103479
1774,182321.653467185
1775,122572.550601904
1776,139926.153927531
1777,111125.494355049
1778,132613.133785302
1779,148774.005457636
1780,164554.703270256
1781,135031.770103479
1782,76587.8514165061
1783,101468.216294525
1784,98888.0486403403
1785,89569.739051236
1786,206848.913924761
1787,131984.275653456
1788,59163.0009541579
1789,81463.1981779921
1790,83378.2034255807
1791,217855.553861043
1792,151282.925975099
1793,120586.298217595
1794,125390.39784236
1795,126454.771171235
1796,142634.679906135
1797,128982.728751265
1798,120676.582416881
1799,105618.158198556
1800,133496.938715604
1801,145756.55275604
1802,161665.608893079
1803,176904.601509978
1804,124487.555849492
1805,121037.719214028
1806,116654.998837269
1807,154916.462272297
1808,110154.536488621
1809,124419.439975932
1810,132906.15470889
1811,132977.40184561
1812,122884.608588057
1813,112140.788872931
1814,82817.4611672938
1815,73176.0889061747
1816,76587.8514165061
1817,128572.513143124
1818,173443.760188653
1819,108529.420901459
1820,78754.6721993888
1821,125863.987164521
1822,116726.24597399
1823,75542.0957777466
1824,140411.423290004
1825,160454.515531669
1826,114229.005496838
1827,113796.621562971
1828,153954.053183021
1829,120748.504908053
1830,151865.836559113
1831,167755.855633586
1832,171528.754941064
1833,152155.306847089
1834,121078.924602322
1835,122014.939606778
1836,141159.671596668
1837,96958.4880712792
1838,117414.927184245
1839,102617.575514943
1840,114035.573528524
1841,122541.325324048
1842,93251.1706299991
1843,121197.083505454
1844,119571.967918292
1845,173542.882029219
1846,128961.524644117
1847,223891.141012523
