"Id","SalePrice"
1,211526.414423532
2,162218.7610017
3,219891.105629022
4,182602.158117633
5,237377.204677357
6,199248.909696943
7,209765.426801324
8,253349.870450979
9,246429.697135894
10,140021.985452829
11,108090.369352944
12,280939.670592863
13,121861.800598806
14,187753.08152372
15,159392.849297121
16,115478.220468301
17,131987.479426504
18,193820.191922421
19,116234.937105658
20,140998.825542962
21,286662.88036504
22,115574.56674733
23,220881.661166514
24,110291.603880705
25,110291.603880705
26,199419.62452085
27,92681.7276586219
28,210866.044065204
29,197584.268353763
30,106576.936078231
31,138577.467562426
32,128781.973913892
33,159137.032662836
34,152871.776545508
35,222986.549415246
36,295027.571570529
37,114363.887757062
38,136376.233034665
39,109961.418701541
40,177971.303322546
41,169042.588037757
42,167647.478776222
43,118780.072259942
44,96864.0732613666
45,120197.159255626
46,244008.339155357
47,285867.488364313
48,205583.081198579
49,210989.821238952
50,98735.1226099629
51,185111.600090408
52,123058.764141715
53,111295.874865557
54,250243.182196104
55,143310.12179711
56,180158.822402947
57,214718.204488785
58,212627.031687413
59,377147.334903351
60,107333.652715588
61,121077.653066731
62,115904.751926494
63,201964.759675134
64,211526.414423532
65,247186.41377325
66,267644.179434062
67,266227.092438378
68,186102.1556279
69,103701.615744783
70,275032.030549419
71,267988.080060586
72,114487.664930809
73,212406.908234637
74,113153.208766793
75,199969.933152791
76,130226.491804296
77,126264.269654327
78,162914.824541537
79,190050.662330509
80,156861.429590196
81,231213.747999628
82,198332.72270433
83,195347.340644494
84,110841.912512645
85,185551.84699596
86,261480.722756333
87,195017.15546533
88,185895.747622484
89,189439.70060105
90,102587.283033544
91,135949.701576473
92,157411.738222136
93,127585.010370983
94,247612.945231443
95,219891.105629022
96,185111.600090408
97,198098.883804194
98,99285.431241903
99,113387.047666929
100,128451.788734728
101,200520.241784731
102,213947.772404069
103,164406.280082101
104,158256.538851732
105,165859.060259295
106,242563.821264954
107,136720.133661189
108,108324.20825308
109,190284.501230645
110,226274.685759527
111,199626.032526267
112,180709.131034887
113,292187.94441859
114,271950.302210554
115,278664.067520224
116,211650.19159728
117,113813.579125121
118,145304.948319454
119,351915.768665775
120,183570.735920976
121,158085.824027824
122,117225.49264315
123,112492.838408465
124,183144.204462783
125,197878.760351418
126,104472.047829499
127,156619.328403271
128,86078.0240753408
129,141989.381080454
130,109521.171795989
131,232864.673895448
132,249387.648301011
133,139678.084826306
134,193820.191922421
135,212737.093413801
136,208444.686084668
137,156935.798135075
138,212907.808237708
139,227155.179570631
140,217469.747648485
141,88719.5055086533
142,214167.895856845
143,147897.021123898
144,188523.513608437
145,129929.528827932
146,211416.352697144
147,117789.51672245
148,247296.475499638
149,112492.838408465
150,141549.134174902
151,100275.986779395
152,239385.746647061
153,214814.550767813
154,187142.119794261
155,97840.9133514992
156,142113.158254202
157,135949.701576473
158,212063.007608113
159,237611.043577493
160,266433.500443794
161,158916.90921006
162,316965.548303254
163,192925.982663957
164,146419.281030694
165,201180.612143059
166,144595.169332258
167,226970.749299364
168,231469.564633913
169,212627.031687413
170,239055.561467897
171,173590.812001175
172,175888.392807964
173,245659.265051178
174,143530.245249886
175,205032.772566639
176,232974.735621836
177,222188.686435811
178,206780.044741488
179,324917.42349791
180,128025.257276535
181,191164.995041749
182,164098.072637086
183,141108.88726935
184,252469.376639875
185,131423.455347204
186,392564.238884463
187,157265.983314239
188,205583.081198579
189,126506.370841252
190,252532.500716103
191,323459.190160147
192,128548.135013756
193,180819.192761275
194,211416.352697144
195,88719.5055086533
196,183570.735920976
197,213287.402045741
198,337973.622596006
199,183235.097581242
200,211856.599602696
201,174559.389804518
202,164089.810350297
203,195361.056091853
204,142677.182333501
205,162804.762815149
206,182029.871751543
207,180290.861863484
208,114694.072936226
209,250268.142112115
210,113813.579125121
211,116578.837732181
212,156715.674682299
213,227155.179570631
214,102587.283033544
215,146832.097041527
216,157521.799948524
217,181369.501393215
218,139788.146552694
219,208686.787271593
220,188537.229055796
221,216052.660652801
222,244971.46379813
223,194136.661654226
224,116578.837732181
225,286588.511820161
226,166621.230057221
227,272817.080574299
228,130116.430077908
229,94002.4683752782
230,222326.179056918
231,125039.875216699
232,302973.993604616
233,130116.430077908
234,92021.3573002938
235,211182.513797009
236,130116.430077908
237,178948.143412679
238,215268.513120725
239,209765.426801324
240,157287.961048389
241,195677.525823658
242,116798.961184957
243,152115.059908152
244,127571.294923624
245,255551.10497874
246,229356.414098391
247,207660.538552592
248,172820.379916459
249,206903.821915236
250,231433.871452404
251,137366.788572157
252,230030.499904079
253,203822.093576371
254,166621.230057221
255,138247.282383262
256,247612.945231443
257,213507.525498517
258,199859.871426402
259,220551.47598735
260,118559.948807166
261,145731.479777647
262,306619.74602278
263,127020.986291684
264,138467.405836038
265,105572.66509338
266,179828.637223783
267,189624.130872317
268,236716.834319029
269,107113.529262812
270,116124.87537927
271,236730.549766389
272,171499.639199803
273,245301.648977294
274,202941.599765267
275,111295.874865557
276,193696.414748673
277,195017.15546533
278,116578.837732181
279,256761.783969008
280,218006.340833066
281,241463.204001073
282,190078.093225228
283,195801.302997405
284,184891.476637632
285,224527.413584678
286,188757.352508572
287,184473.207466229
288,88059.1351503251
289,92681.7276586219
290,147272.343947079
291,234529.315238628
292,128608.788111276
293,182492.096391245
294,272390.549116107
295,174567.652091308
296,104018.085476588
297,137243.01139841
298,237941.228756657
299,185463.763003721
300,120417.282708403
301,168527.972587326
302,265332.883179914
303,192925.982663957
304,92021.3573002938
305,437461.160963985
306,243444.315076058
307,242329.982364818
308,148372.961210959
309,144107.984776546
310,237280.858398329
311,188523.513608437
312,128465.504182087
313,116675.18401121
314,247406.537226026
315,174237.466912144
316,180929.254487663
317,254436.7722675
318,238931.784294149
319,286684.858099189
320,185331.723543184
321,310876.460170404
322,267093.870802122
323,295930.043115783
324,121627.961698671
325,295366.019036483
326,109865.072422512
327,238540.946017465
328,145841.541504035
329,202473.921964996
330,124819.751763923
331,129929.528827932
332,109851.356975153
333,202611.414586103
334,200644.018958478
335,203601.970123595
336,219891.105629022
337,234859.500417792
338,192375.674032017
339,201730.920774999
340,127351.171470848
341,205459.304024832
342,114047.418025257
343,165644.389967088
344,236524.141760972
345,116014.813652882
346,167193.51642331
347,126924.640012655
348,185992.093901512
349,230140.561630467
350,295709.919663007
351,256885.561142756
352,181405.194574724
353,115904.751926494
354,100729.949132307
355,197033.959721823
356,155394.933965643
357,151762.896994838
358,119316.665444522
359,142429.627986006
360,235079.623870568
361,121861.800598806
362,159269.072123373
363,236694.85658488
364,130116.430077908
365,196558.019634762
366,141549.134174902
367,147052.220494303
368,151124.50437066
369,161043.775192941
370,135275.615770785
371,206463.575009684
372,170239.551580666
373,104251.924376723
374,138797.591015202
375,207660.538552592
376,119145.950620615
377,122081.924051582
378,296568.435739962
379,253619.402532624
380,221431.969798454
381,209435.24162216
382,194370.500554361
383,221101.78461929
384,107773.89962114
385,238271.413935821
386,190848.525309945
387,68220.5935057628
388,117445.616095926
389,186102.1556279
390,279984.80823688
391,116221.221658298
392,239151.907746925
393,90700.6165836376
394,108214.146526692
395,135289.331218145
396,119536.788897298
397,119880.689523822
398,194893.378291582
399,140021.985452829
400,221775.870424978
401,191104.341944229
402,167501.723868325
403,95446.9862656819
404,244531.216892578
405,196337.896181986
