"Id","SalePrice"
1461,113510.171454515
1462,147483.358027176
1463,191867.989205299
1464,189906.488825815
1465,263431.443785875
1466,193907.949599962
1467,157188.662496023
1468,179000.546715884
1469,170068.133839591
1470,112411.731242004
1471,147314.409142664
1472,92388.6443177893
1473,100626.945911622
1474,158621.827525854
1475,110773.2471206
1476,349102.023060278
1477,287118.611068585
1478,299201.453406206
1479,308930.495288447
1480,377504.548555205
1481,342511.381785212
1482,273466.568427377
1483,167937.684575595
1484,172577.59229267
1485,171860.685334563
1486,200027.830783952
1487,332716.878413533
1488,225241.023823705
1489,195661.598101087
1490,215276.601895926
1491,191373.374952761
1492,141406.374137663
1493,158037.726512032
1494,322830.916500934
1495,313101.874618694
1496,216845.802199513
1497,231910.12511395
1498,194249.317827859
1499,194249.317827859
1500,197073.878374315
1501,218728.842563818
1502,184834.116006336
1503,212150.230142905
1504,245091.407664082
1505,217159.642260231
1506,196893.512206942
1507,249147.882316394
1508,200961.404142115
1509,183253.498419887
1510,139872.736554779
1511,138068.156205653
1512,160887.991768693
1513,181679.895791223
1514,177992.275077793
1515,235503.466204262
1516,164497.152466943
1517,131712.894976126
1518,168263.233195553
1519,158534.191313312
1520,132889.795203816
1521,137832.776160115
1522,167176.821837195
1523,148111.038148611
1524,126691.454004647
1525,119473.132608146
1526,120728.492851016
1527,120493.112805477
1528,139245.056433344
1529,135400.515689555
1530,152661.719029014
1531,157074.163779238
1532,85832.4699963814
1533,118079.536235097
1534,110547.374777879
1535,140519.100576394
1536,110076.614686803
1537,77672.6284177283
1538,134465.65055343
1539,188747.952203391
1540,188603.061027186
1541,127730.118102158
1542,157001.196794133
1543,192778.96371592
1544,90545.5639372169
1545,119340.389508041
1546,124361.83047952
1547,144526.054380615
1548,141623.033818979
1549,112122.06811154
1550,150241.606634554
1551,96189.1920000566
1552,166332.445570402
1553,134791.5194683
1554,116274.955885972
1555,203378.07903077
1556,168789.241190827
1557,110992.225951806
1558,73880.6387719703
1559,149594.55342005
1560,132792.081317514
1561,184557.211642654
1562,111601.426380006
1563,109404.545954984
1564,149340.693681276
1565,154597.514698293
1566,189110.385122281
1567,100930.864315613
1568,227386.843675653
1569,148890.923134013
1570,107632.984003825
1571,143489.210940791
1572,115322.065491402
1573,141684.630591666
1574,124411.398398054
1575,174438.040528173
1576,202593.157123409
1577,177487.357588003
1578,174582.931704378
1579,158119.762692855
1580,214363.564722301
1581,162905.823618796
1582,151136.821341892
1583,236803.129063597
1584,246218.33088512
1585,148939.94091687
1586,73581.3374159837
1587,101199.262759117
1588,117205.105855706
1589,111242.144702075
1590,109359.104337771
1591,98688.542273378
1592,102663.435488641
1593,68937.6578156708
1594,208101.667035544
1595,132490.27011095
1596,237816.483891028
1597,240472.095552973
1598,199280.58758381
1599,109770.399061174
1600,121291.992438386
1601,52910.5897227003
1602,97397.4183293959
1603,85236.1159765955
1604,198809.827492734
1605,204617.280802533
1606,155109.011224358
1607,214177.373800261
1608,210515.299244922
1609,200158.577241247
1610,218204.380732499
1611,154257.979911539
1612,166485.713425365
1613,159738.15211994
1614,89730.3652123223
1615,101263.987443688
1616,101263.987443688
1617,101263.987443688
1618,123658.573991589
1619,120441.713369236
1620,243509.390623187
1621,155042.580063332
1622,170330.254169153
1623,195751.299087265
1624,195280.538996189
1625,112411.731242004
1626,154925.030615062
1627,190220.328886532
1628,243180.839132599
1629,191789.529190119
1630,360878.782638637
1631,278966.526791388
1632,299052.290677303
1633,172488.365455997
1634,192417.209311554
1635,183002.007490031
1636,157424.042541561
1637,215798.293835003
1638,214233.17556158
1639,184496.829808604
1640,263113.76501832
1641,187321.39035506
1642,247915.968210539
1643,247131.368058745
1644,242188.387102446
1645,180573.829049636
1646,140951.52138406
1647,146992.942552871
1648,135792.815765452
1649,125593.013792136
1650,110999.450968775
1651,110999.450968775
1652,92388.6443177893
1653,92388.6443177893
1654,165840.148922355
1655,127159.361438932
1656,158621.827525854
1657,165840.148922355
1658,158621.827525854
1659,110773.2471206
1660,131085.214854691
1661,382670.880702889
1662,377033.788464129
1663,324465.578293959
1664,375778.428221259
1665,302182.933983022
1666,305792.094681272
1667,363695.585883638
1668,302732.154089277
1669,286098.630871254
1670,307832.055075936
1671,304065.974347327
1672,358360.304851442
1673,353483.755056168
1674,291983.132009705
1675,272525.048245225
1676,268445.127455898
1677,272525.048245225
1678,361498.705458616
1679,338588.381026244
1680,313795.016229567
1681,280214.129732802
1682,300299.893618717
1683,276212.668958655
1684,178294.40657927
1685,180962.047095368
1686,178462.093431122
1687,171860.685334563
1688,191946.449220478
1689,189121.888674021
1690,180883.587080189
1691,169349.964848823
1692,221290.494897558
1693,171860.685334563
1694,182845.087459673
1695,176254.446184607
1696,245456.1795728
1697,176254.446184607
