1,329.3810316,5.745847176,12.45936982,4
2,55.16736402,4.020920502,8.129166667,17
3,62.06589147,2.764478764,8.864864865,6
4,55.6626506,4.092,8.474103586,13
5,79.58878505,4.622429907,14.66728972,2
6,58.67335766,3.870673953,14.64065336,16
7,106.6806723,4.661087866,8.882845188,1
8,95.06178862,8.873786408,13.84863124,15
9,91.76119403,3.654275093,8.944237918,6
10,54.80701754,3.578947368,8.947368421,4
11,110.2527076,4.496402878,9.478417266,10
12,55.84210526,3.666666667,9.276223776,8
14,54.85365854,4.012195122,8.670731707,5
15,97.66896552,3.594501718,8.83161512,12
16,55.10526316,3.663157895,8.828671329,15
17,172.5,7.333333333,10.33333333,0
18,68.16666667,3.833333333,8.375,0
19,98.22568093,4.155642023,8.778210117,2
20,54.63475177,3.911660777,8.78245614,8
21,103.125,5.095890411,8.561643836,0
22,52.23076923,4.538461538,7.538461538,2
23,95.82051282,4.417021277,8.961702128,1
24,54.58759124,3.795620438,8.846715328,14
25,56.88888889,2.888888889,8.111111111,0
26,57,3,13,0
27,65.99233716,3.448275862,8.559386973,10
28,54.26937269,3.649446494,8.827205882,25
29,72.39622642,2.641509434,10.0754717,1
30,54.96691176,3.669117647,8.95970696,26
31,95.42857143,4.619402985,9.574626866,2
32,54.83141762,3.754789272,8.844106464,20
33,87.87332054,4.547024952,13.72360845,2
34,54.88172043,3.842293907,8.821428571,18
35,69.06655844,5.381493506,14.25324675,2
36,55.53546099,3.77385159,9.25,17
37,119.2637795,5.62992126,8.877952756,1
38,55.35611511,3.532374101,9.197132616,20
39,98.63321799,4.313793103,8.591065292,7
40,57.29692833,4.058020478,10.44368601,17
41,114.6912442,4.193548387,8.857798165,4
42,56.13846154,3.942307692,9.904214559,37
43,107.5940171,4.574468085,8.140425532,1
44,56.81944444,4.184027778,9.670138889,9
45,151.5058824,4.560784314,8.301960784,3
46,56.77083333,4.25,9.277777778,10
47,172.2982456,8.371929825,14.69122807,4
48,54.55017301,3.553264605,8.869863014,6
49,115.5394737,4.565789474,8.279475983,2
50,54.85467128,3.689655172,8.6,10
51,96.91,4.246666667,8.223333333,1
52,143.9301973,8.11969697,14.47424242,7
53,129.0625,8.25,7.8125,0
54,123.6870229,15.85496183,15.97328244,3
55,56.63888889,2.802083333,7.256944444,2
56,53.99644128,4.170818505,7.900355872,10
58,53.675,4.34375,7.65,11
59,148.6166667,8.73480663,18.22099448,2
60,130.9112628,7.937181664,11.96774194,11
61,58.33333333,7.833333333,6.833333333,0
62,208.8478873,12.44846797,18.35,6
63,54,5,6,0
64,133,5,8,0
73,502.8823529,5.085714286,16.31428571,1
77,518,8,22,0
86,160.2,3.8,12.48,0
89,198.6957746,8.837535014,15.26610644,8
92,254,7,21,0
100,61,3,15,0
101,223.75,8.75,11.75,0
102,83.64285714,5.357142857,8.142857143,0
103,70.625,4.25,7,0
104,111.3130435,5.008695652,11.63478261,3
105,73,3.418604651,10.06976744,0
106,206.9450549,12.07377049,17.64850136,4
107,49.66666667,3.666666667,7.666666667,0
108,155.5121951,9.902439024,17.56097561,4
109,157.1612903,6.967741935,20,2
110,62.08333333,4,8.833333333,0
111,83.66666667,3.666666667,7.5,0
112,186.25,8.857142857,9.607142857,0
113,156.6216216,5.581081081,11.14864865,2
114,71.75,3.625,10.25,0
117,83.22857143,3.805555556,9.972222222,0
118,92.68421053,3.789473684,8,0
119,137.5,4.5,11.5,0
121,104.5,4.5,10,0
122,196.3695652,8.652173913,9.717391304,0
123,47.05555556,4.555555556,9.305555556,0
124,109.9705882,4.323529412,9.470588235,0
125,102.8631579,4.494736842,9.042105263,0
126,126,6,6,0
127,84.2962963,4.222222222,8.407407407,0
128,69.1037037,4.514814815,17.95925926,1
129,138.6666667,4.470588235,9.588235294,0
131,133.7333333,5.967741935,9.838709677,0
132,78,3,7,0
133,216,7,22,0
135,100.3333333,3.666666667,7.666666667,0
136,209.8,6.807692308,9.961538462,0
137,211.6202532,9.886075949,17.22362869,2
138,155.7857143,6.857142857,13.42857143,0
139,47,3.636363636,7.727272727,0
141,134.2837838,6.945945946,9.351351351,0
143,152.2789116,7.448979592,13.10204082,1
144,41,3,10,0
145,143.9646018,6.89380531,10.57522124,0
146,151.5340314,11.98445596,19.22279793,4
147,142.4626866,7.925373134,9.76119403,0
148,107.1111111,5.138888889,8.944444444,0
149,176.5952381,5.904761905,8.166666667,0
150,205.0569948,5.293814433,17.40206186,0
151,192.3571429,7.714285714,15.5,0
152,197.6808511,10.80851064,16.5106383,1
153,98.2,5.28,9.8,0
155,48.70588235,2.970588235,8.558823529,0
156,51,2,7,0
157,145,4.5,9,0
158,173.7533333,4.553333333,17.90666667,5
159,91.14285714,2.857142857,8.857142857,0
160,135,4,13,0
161,144.1428571,6.428571429,14.85714286,0
162,155.1111111,5.277777778,18.27777778,0
163,187.25,5.941176471,18.70588235,0
164,224.557377,5.754098361,7.786885246,0
165,69.54545455,2.848484848,10.57575758,0
166,62,3,11,0
167,209.59375,4.833333333,17.15625,0
168,48.14285714,4,8.285714286,0
169,118.3636364,4.878787879,8.454545455,0
170,206.3918919,6.851351351,14.72972973,1
171,77.44827586,3.379310345,9.068965517,0
173,112.0909091,3.818181818,12.36363636,0
175,92.47058824,2.941176471,9.705882353,0
176,153,3.444444444,9,0
177,120.516129,5.064516129,9.419354839,0
178,56.5,3.5,12.5,0
179,124.15625,4.5,10,0
181,109.5555556,3.444444444,7.777777778,0
182,158,7,11.33333333,0
183,95.1,4.55,10.15,0
184,122.4545455,5.515151515,9.090909091,0
185,104.8,4,7.4,0
186,63.66666667,4,9.666666667,0
187,138.4,8.2,8,0
188,83.5,4,13,0
190,137.431694,5.456521739,18.10869565,1
